1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th
1531801122,1531787589,1531801122,1531787977,1531801122,1531801122,1531787977,1531801305,1531787589,1531787589,1531787589,1531787977,1531787977
1547196877,1547196877,1547195605,1547195351,1547195869,1547196877,1547195869,1547195351,1547196222,1547195351,1547196877,1547195351,1547195351
1543286600,1543286062,1543286600,1543285418,1543286062,1543286600,1543286600,1543286062,1543286640,1543285418,1543284750,1543286062,1543286062
1543284750,1543286600,1543286600,1543286600,1543286600,1543284750,1543286600,1543286718,1543286718,1543286600,1543286117,1543286718,1543286718
1547014411,1547014411,1547017446,1547014411,1547017446,1547014411,1547017446,1547014411,1547017446,1547014411,1547018010,1547017446,1547017446
1547427506,1547430644,1547429909,1547427506,1547430147,1547428994,1547428994,1547430147,1547427506,1547429909,1547430644,1547429909,1547429909
456286233,458902430,504804140,514692884,442093255,377353781,137801193,584187892,384274798,460931825,168931505,522067685,522067685
1547018010,1547014411,1547018010,1547017446,1547017446,1547018010,1547014411,1547018010,1547014411,1547018010,1547014411,1547014411,1547014411
584187892,256889578,377353114,397457107,247722705,442093582,504800601,378710366,445941449,307998406,590440071,557537434,557537434
1547196222,1547196701,1547195351,1547195351,1547195351,1547195605,1547196701,1547195605,1547195605,1547195351,1547196222,1547196222,1547196222
1547193151,1547193891,1547193891,1547193891,1547193891,1547193891,1547193891,1547193891,1547193151,1547193151,1547193151,1547193151,1547193151
1531801305,1531787589,1531787977,1531801305,1531787977,1531801305,1531787977,1531801122,1531801305,1531787589,1531787977,1531787589,1531787589
1547018010,1547018010,1547018010,1547018010,1547017446,1547017446,1547018010,1547018010,1547017446,1547014411,1547018010,1547017446,1547017446
445940999,520004685,587631875,437496042,168933483,384274798,584188519,397457141,315394714,445940975,504806760,557537738,557537738
1547193891,1547193151,1547193891,1547193891,1547193891,1547193151,1547193151,1547193151,1547193151,1547193891,1547193891,1547193151,1547193151
1543286117,1543285418,1543286600,1543286117,1543284750,1543286718,1543284750,1543286600,1543286718,1543285418,1543286640,1543286718,1543286718
1531801122,1531801122,1531801305,1531801122,1531787977,1531787589,1531801305,1531787589,1531787589,1531787589,1531787977,1531787589,1531787589
1547431139,1547427506,1547427506,1547429292,1547429909,1547427506,1547430644,1547430644,1547428994,1547430147,1547428994,1547430147,1547430147
1547193062,1547192512,1547193062,1547192512,1547192512,1547193062,1547193062,1547193062,1547193062,1547193062,1547192512,1547192512,1547192512
1547196877,1547195351,1547196222,1547196877,1547196877,1547195605,1547196877,1547196877,1547196701,1547195869,1547196877,1547196701,1547196701
1531801305,1531787589,1531801305,1531787589,1531801305,1531787589,1531801305,1531787589,1531787589,1531801305,1531787589,1531787977,1531787977
1547193891,1547193891,1547193891,1547193891,1547193151,1547193151,1547193891,1547193151,1547193151,1547193151,1547193151,1547193891,1547193891
1547175580,290788366,584120876,590438379,258869590,383082206,1547175841,510508817,587631952,377314996,290788366,392511716,392511716
315395001,1543286640,471682938,469978383,349010034,557531770,587579492,290790469,315397288,469978997,514692884,445940703,445940703
1531787589,1531801122,1531787977,1531787589,1531787977,1531801122,1531787977,1531801305,1531801305,1531801305,1531801305,1531787977,1531787977
1531801305,1531801122,1531787977,1531801305,1531801122,1531787977,1531787589,1531801122,1531801305,1531801305,1531787977,1531787589,1531787589
1547196701,1547196222,1547195351,1547196701,1547196701,1547195605,1547196877,1547195605,1547196222,1547196877,1547196701,1547195605,1547195605
1547014411,1547018010,1547014411,1547017446,1547018010,1547014411,1547018010,1547018010,1547017446,1547014411,1547018010,1547014411,1547014411
1547193151,1547193151,1547193151,1547193151,1547193891,1547193891,1547193891,1547193151,1547193151,1547193151,1547193891,1547193151,1547193151
1547429909,1547431139,1547431139,1547429292,1547430147,1547427506,1547429909,1547428994,1547431139,1547428994,1547429909,1547428994,1547428994
1547017446,1547014411,1547018010,1547018010,1547018010,1547018010,1547017446,1547018010,1547018010,1547017446,1547017446,1547017446,1547017446
557540418,437496213,587631926,1543286640,557530657,587631352,187679247,383083653,400916705,272105375,504915071,557530631,557530631
1547014411,1547018010,1547014411,1547018010,1547014411,1547017446,1547018010,1547014411,1547017446,1547018010,1547017446,1547018010,1547018010
1531787589,1531801122,1531801122,1531801122,1531801305,1531801305,1531801122,1531787977,1531801122,1531801305,1531801305,1531787977,1531787977
1531801122,1531801305,1531801122,1531801305,1531801122,1531787589,1531787589,1531801122,1531787977,1531801122,1531787589,1531801122,1531801122
1547017446,1547018010,1547014411,1547014411,1547018010,1547014411,1547018010,1547017446,1547014411,1547018010,1547018010,1547017446,1547017446
481897660,481900119,377353114,514693085,557532022,525807089,256891187,397457108,441576251,315393183,445823230,307998406,307998406
527089999,587631904,445940982,470909406,557537073,481900119,290787846,324362040,377350783,188862738,442093255,584187892,584187892
1547196877,1547196701,1547196877,1547195605,1547196222,1547195351,1547195351,1547195351,1547195605,1547195605,1547196222,1547196877,1547196877
1531787977,1531801122,1531787589,1531787977,1531801122,1531801305,1531801305,1531787589,1531787589,1531801305,1531801305,1531787589,1531787589
1547193151,1547193891,1547193151,1547193151,1547193891,1547193891,1547193891,1547193151,1547193151,1547193151,1547193891,1547193891,1547193891
1547430147,1547430644,1547429292,1547427506,1547431139,1547428994,1547428994,1547427506,1547427506,1547427506,1547430644,1547429909,1547429909
587631904,442093690,315393393,349009543,451087514,188862738,481214102,443622844,557537662,256905539,188862738,481389427,481389427
1547196222,1547195605,1547196701,1547195605,1547196222,1547195351,1547196701,1547196701,1547196877,1547195605,1547195605,1547196877,1547196877
1547431139,1547431139,1547430147,1547427506,1547430147,1547427506,1547430147,1547427506,1547429292,1547430644,1547429909,1547429292,1547429292
458902430,481208640,315393393,256921380,168933483,504809402,445938588,437495437,520004685,442093842,397457141,413823233,413823233
1547018010,1547018010,1547018010,1547017446,1547014411,1547017446,1547017446,1547017446,1547018010,1547014411,1547017446,1547018010,1547018010
481389628,377353231,413779036,557537073,557532022,377353876,256913027,594381494,315393434,437494313,481211727,481389628,481389628
1547195351,1547195605,1547196222,1547196877,1547196877,1547196701,1547196701,1547195351,1547196877,1547195869,1547196222,1547196222,1547196222
1543286600,1543286062,1543286062,1543284750,1543286117,1543286640,1543286117,1543286062,1543286600,1543286062,1543286718,1543286117,1543286117
1543286062,1543286117,1543285418,1543286718,1543286718,1543285418,1543285418,1543284750,1543286718,1543286640,1543284750,1543286718,1543286718
1547193151,1547193151,1547193151,1547193891,1547193151,1547193151,1547193891,1547193151,1547193151,1547193891,1547193151,1547193891,1547193891
1543285418,1543286117,1543286062,1543284750,1543286117,1543286062,1543286117,1543286600,1543286600,1543286718,1543286117,1543286640,1543286640
1547429909,1547431139,1547430644,1547429292,1547430147,1547431139,1547429909,1547430147,1547429292,1547430644,1547428994,1547430147,1547430147
1547195605,1547195605,1547195605,1547196701,1547195605,1547196222,1547195869,1547195869,1547195605,1547195351,1547196701,1547195605,1547195605
1547196877,1547196222,1547195869,1547196701,1547196701,1547196877,1547196701,1547196701,1547196877,1547195605,1547195869,1547195869,1547195869
1547196877,1547196222,1547195605,1547195869,1547195869,1547195869,1547195869,1547196877,1547196222,1547195869,1547196701,1547196222,1547196222
365098903,504809579,377352920,510163286,188862738,514692884,452708564,188862738,557537073,256895428,504846296,307998406,307998406
1531801305,1531801122,1531801305,1531787977,1531801122,1531801122,1531801305,1531787977,1531787589,1531787589,1531787589,1531787589,1531787589
1547017446,1547018010,1547018010,1547017446,1547018010,1547014411,1547014411,1547017446,1547014411,1547018010,1547018010,1547017446,1547017446
1543286718,1543286718,1543286600,1543286062,1543286718,1543284750,1543286117,1543286600,1543286640,1543286600,1543286640,1543286640,1543286640
1543286600,1543284750,1543286718,1543286600,1543286117,1543286600,1543284750,1543285418,1543286117,1543284750,1543286062,1543286718,1543286718
1531801122,1531801305,1531801122,1531801305,1531787977,1531801305,1531801305,1531801122,1531801122,1531787977,1531787589,1531787589,1531787589
1531801305,1531801122,1531787977,1531787977,1531787589,1531801122,1531801122,1531801305,1531801305,1531801122,1531787589,1531787977,1531787977
256912640,445785117,256896673,188862738,481385109,504845587,437494330,377353781,349009510,445938931,587631011,397457110,397457110
250407539,559475304,1543286640,514692884,584187892,526531597,481211266,377359937,485922606,469978997,324372952,527090196,527090196
1547429909,1547429909,1547430147,1547430644,1547429909,1547429292,1547429292,1547430644,1547429292,1547429292,1547431139,1547430147,1547430147
1543286718,1543286718,1543285418,1543286600,1543285418,1543284750,1543286117,1543286718,1543286062,1543286117,1543286640,1543286640,1543286640
1547428994,1547431139,1547428994,1547429292,1547430147,1547429909,1547428994,1547429292,1547431139,1547429909,1547429909,1547429292,1547429292
1547195605,1547195605,1547195869,1547195605,1547195351,1547196222,1547195605,1547196877,1547195605,1547196877,1547196701,1547195869,1547195869
1547193151,1547193151,1547193151,1547193151,1547193151,1547193891,1547193891,1547193891,1547193151,1547193151,1547193151,1547193891,1547193891
469978459,451084980,188843204,256882920,504903707,307998406,188849700,481211727,307994974,557537073,481389604,594381511,594381511
1547018010,1547017446,1547014411,1547018010,1547017446,1547018010,1547014411,1547017446,1547017446,1547017446,1547017446,1547014411,1547014411
1531787589,1531787589,1531787589,1531801122,1531801305,1531801305,1531801122,1531787977,1531787977,1531787977,1531801305,1531787977,1531787977
1547193891,1547193891,1547193151,1547193891,1547193151,1547193891,1547193151,1547193151,1547193151,1547193151,1547193151,1547193891,1547193891
1543286640,584188930,458902474,565930788,443625285,383083902,1543286640,504791455,442093162,519598479,557531656,368522922,368522922
1547014411,1547018010,1547018010,1547018010,1547014411,1547014411,1547017446,1547017446,1547014411,1547014411,1547017446,1547018010,1547018010
445940997,451087514,481208183,188862738,504905636,188862738,437498609,590441174,437494330,460931825,557537434,445941014,445941014
1531801305,1531801122,1531801122,1531787589,1531787589,1531801305,1531787977,1531787977,1531801122,1531787977,1531801305,1531801305,1531801305
481388565,188862738,520004412,290792161,445939995,445940746,413779384,557531982,437495075,443624559,481209739,1543286640,1543286640
1547014411,1547014411,1547018010,1547017446,1547018010,1547014411,1547018010,1547014411,1547018010,1547018010,1547018010,1547017446,1547017446
1547196877,1547195869,1547196701,1547196877,1547195869,1547196701,1547196877,1547196701,1547196222,1547195869,1547196222,1547196701,1547196701
1547428994,1547427506,1547431139,1547430147,1547430147,1547430644,1547431139,1547428994,1547430147,1547430644,1547429909,1547427506,1547427506
1547195869,1547195605,1547195351,1547195605,1547195605,1547195869,1547196877,1547195869,1547196877,1547195869,1547196701,1547196222,1547196222
1547427506,1547427506,1547431139,1547430644,1547429292,1547429292,1547428994,1547427506,1547429909,1547427506,1547431139,1547428994,1547428994
1531787977,1531787589,1531801122,1531787589,1531787977,1531801305,1531801122,1531801305,1531801122,1531787977,1531787977,1531801122,1531801122
1547196222,1547195869,1547195869,1547196222,1547196877,1547195869,1547196701,1547196877,1547196222,1547196701,1547195869,1547196701,1547196701
1547193062,1547192512,1547193062,1547193062,1547192512,1547193062,1547193062,1547192512,1547192512,1547192512,1547192512,1547193062,1547193062
445940653,437614824,481211595,557537073,442092792,308673957,557540518,504912521,1547169812,443625285,557533922,413827088,413827088
1547018010,1547017446,1547018010,1547018010,1547014411,1547017446,1547017446,1547017446,1547017446,1547017446,1547014411,1547017446,1547017446
1547196877,1547195605,1547195605,1547195869,1547196701,1547196222,1547195351,1547196877,1547195351,1547195869,1547195605,1547195351,1547195351
1547014411,1547018010,1547014411,1547017446,1547018010,1547014411,1547018010,1547018010,1547017446,1547014411,1547017446,1547014411,1547014411
481389634,504799255,504799593,445938588,587631011,470981561,188849700,481389634,504807925,481389487,445935969,504904478,504904478
1547193891,1547193151,1547193891,1547193891,1547193891,1547193891,1547193151,1547193151,1547193891,1547193891,1547193891,1547193891,1547193891
1531787589,1531801305,1531801122,1531787977,1531787589,1531801305,1531801122,1531801122,1531787977,1531801305,1531787977,1531787977,1531787977
481387248,377348529,247721383,557539127,368671352,458902580,445936124,383083653,1543286640,587632054,368671321,514693284,514693284
527089999,481211727,514692884,272102890,481213642,222584378,384274798,256912640,557537073,594381472,442093441,383082207,383082207
1547196701,1547196701,1547196222,1547196877,1547195605,1547196877,1547195351,1547195351,1547195351,1547195869,1547195605,1547195869,1547195869
1547192512,1547193062,1547193062,1547192512,1547192512,1547192512,1547193062,1547192512,1547193062,1547193062,1547193062,1547193062,1547193062
1531787977,1531787589,1531801122,1531787589,1531801122,1531787977,1531787977,1531801305,1531787589,1531801305,1531787977,1531787977,1531787977
1547193062,1547192512,1547192512,1547193062,1547192512,1547192512,1547192512,1547193062,1547192512,1547192512,1547192512,1547192512,1547192512
1547429292,1547429909,1547428994,1547430147,1547430147,1547427506,1547430147,1547428994,1547430644,1547430644,1547430147,1547431139,1547431139
1547193891,1547193151,1547193151,1547193891,1547193891,1547193151,1547193151,1547193891,1547193151,1547193891,1547193891,1547193891,1547193891
1547193151,1547193151,1547193151,1547193151,1547193151,1547193891,1547193151,1547193151,1547193151,1547193151,1547193151,1547193891,1547193891
1547430147,1547430644,1547430644,1547431139,1547430644,1547430147,1547430644,1547430147,1547427506,1547428994,1547428994,1547430644,1547430644
481389680,519599055,445936987,557539981,587631893,481389799,510509520,445936987,290792612,481389774,1543286640,481386040,481386040
1547193062,1547193062,1547192512,1547192512,1547192512,1547193062,1547192512,1547192512,1547192512,1547192512,1547193062,1547193062,1547193062
413823388,437494313,445938931,557537073,445938213,478761177,377352821,557537073,584189017,590441315,256912171,324362253,324362253
1531801305,1531787589,1531801305,1531787589,1531787589,1531801122,1531801122,1531801122,1531801122,1531801305,1531787977,1531801305,1531801305
1547192512,1547193062,1547192512,1547192512,1547192512,1547192512,1547192512,1547192512,1547193062,1547192512,1547192512,1547193062,1547193062
1547196701,1547196222,1547195351,1547195351,1547195605,1547195869,1547196222,1547196877,1547196877,1547196701,1547196877,1547195869,1547195869
1547193891,1547193891,1547193151,1547193151,1547193891,1547193151,1547193151,1547193891,1547193151,1547193891,1547193891,1547193151,1547193151
1547192512,1547193062,1547192512,1547192512,1547192512,1547193062,1547193062,1547192512,1547193062,1547192512,1547192512,1547192512,1547192512
1547193062,1547193062,1547193062,1547193062,1547192512,1547193062,1547192512,1547193062,1547192512,1547192512,1547192512,1547192512,1547192512
1547196222,1547196877,1547196222,1547196877,1547195605,1547196701,1547196877,1547196877,1547196222,1547196701,1547196877,1547195605,1547195605
1547192512,1547193062,1547193062,1547192512,1547192512,1547193062,1547193062,1547192512,1547193062,1547192512,1547192512,1547192512,1547192512
272103586,247719490,445936732,460931788,1547178876,587631352,1547171473,377354713,587631174,377352265,413826874,557532861,557532861
445940746,587632031,584187393,587631952,383038911,481387620,1547019293,587631262,481246728,587631948,481387381,377345581,377345581
1531787589,1531787589,1531787977,1531801305,1531787589,1531787977,1531787589,1531787589,1531801305,1531801122,1531787977,1531801122,1531801122
1547193891,1547193151,1547193891,1547193891,1547193151,1547193151,1547193891,1547193891,1547193891,1547193151,1547193891,1547193891,1547193891
1547193151,1547193151,1547193891,1547193891,1547193151,1547193151,1547193151,1547193151,1547193891,1547193151,1547193891,1547193151,1547193151
1531801122,1531787589,1531801122,1531801122,1531801305,1531801305,1531801122,1531801305,1531801305,1531801122,1531801122,1531787977,1531787977
1543286600,1543286600,1543286640,1543285418,1543285418,1543284750,1543285418,1543286640,1543286640,1543285418,1543286640,1543284750,1543284750
1547428994,1547431139,1547429909,1547430644,1547431139,1547428994,1547428994,1547428994,1547429292,1547429909,1547430147,1547427506,1547427506
557537073,520004685,557539018,504807317,442092979,307998406,557539018,307998406,469978459,445940997,587630526,557537073,557537073
445940670,442359068,481386668,504912543,481388433,377354909,469978382,315396261,324360699,469979037,460638094,445937508,445937508
1531787977,1531801122,1531787589,1531801305,1531801305,1531801305,1531787589,1531801305,1531787977,1531787589,1531801305,1531801305,1531801305
481897660,557537073,445941033,514692884,525807089,188862738,307998406,256921783,437494313,194106392,247722705,445940938,445940938
445940938,437498609,478761177,443625090,557536457,470981561,384274798,384274798,256898418,256919433,272102890,188852428,188852428
1531787977,1531787977,1531787589,1531787589,1531787589,1531801122,1531787977,1531787977,1531787977,1531801305,1531787977,1531801122,1531801122
1543286600,1543286117,1543286117,1543284750,1543286640,1543286640,1543286640,1543286600,1543285418,1543286640,1543286600,1543286640,1543286640
1547193891,1547193151,1547193151,1547193151,1547193151,1547193151,1547193891,1547193151,1547193891,1547193891,1547193891,1547193891,1547193891
1547430644,1547427506,1547429292,1547427506,1547429292,1547428994,1547430644,1547430147,1547431139,1547430147,1547429909,1547429909,1547429909
594381529,256882706,442093690,504808359,222584378,590440578,324363742,349009510,384274798,383082305,445941316,383083111,383083111
1547193891,1547193891,1547193151,1547193151,1547193891,1547193151,1547193891,1547193151,1547193891,1547193891,1547193151,1547193891,1547193891
1547193062,1547193062,1547193062,1547192512,1547192512,1547193062,1547192512,1547192512,1547193062,1547192512,1547192512,1547193062,1547193062
1543284750,1543285418,1543286640,1543285418,1543284750,1543286117,1543286718,1543286062,1543286600,1543284750,1543286600,1543286640,1543286640
1547429292,1547427506,1547429909,1547430147,1547427506,1547430147,1547429292,1547429909,1547431139,1547428994,1547429292,1547427506,1547427506
1547196877,1547196222,1547196877,1547195869,1547195869,1547195869,1547195869,1547195605,1547195351,1547195605,1547196222,1547196222,1547196222
1547017446,1547018010,1547018010,1547017446,1547017446,1547018010,1547014411,1547014411,1547017446,1547014411,1547014411,1547017446,1547017446
1531787977,1531787977,1531801122,1531787977,1531787977,1531787589,1531787977,1531801305,1531801122,1531801305,1531787977,1531787589,1531787589
443624559,442092811,290788416,469978944,382972645,587631967,1547175580,365730216,584299938,1547179139,481388748,445939961,445939961
1543286718,1543286718,1543286117,1543284750,1543284750,1543286117,1543286062,1543286062,1543286062,1543286117,1543286062,1543286062,1543286062
1547193062,1547192512,1547193062,1547192512,1547193062,1547192512,1547192512,1547192512,1547193062,1547192512,1547192512,1547192512,1547192512
1531787977,1531787589,1531801305,1531801305,1531787977,1531801122,1531801122,1531801305,1531787977,1531787589,1531801122,1531801305,1531801305
1543286062,1543286640,1543286718,1543286718,1543286600,1543286718,1543286640,1543286117,1543284750,1543286062,1543285418,1543285418,1543285418
1547193151,1547193151,1547193891,1547193151,1547193891,1547193891,1547193151,1547193891,1547193891,1547193151,1547193891,1547193151,1547193151
307998406,570639140,594381511,519855689,397457108,504903015,557535390,377353876,126728362,452708564,442093690,349009510,349009510
1547193062,1547193062,1547193062,1547192512,1547193062,1547193062,1547193062,1547192512,1547192512,1547193062,1547193062,1547192512,1547192512
1547192512,1547193062,1547193062,1547193062,1547192512,1547193062,1547192512,1547193062,1547192512,1547192512,1547192512,1547193062,1547193062
1543286600,1543286600,1543286640,1543286117,1543286117,1543286117,1543285418,1543284750,1543285418,1543286718,1543284750,1543286640,1543286640
1547018010,1547017446,1547017446,1547017446,1547017446,1547014411,1547018010,1547017446,1547017446,1547017446,1547014411,1547017446,1547017446
1547193891,1547193151,1547193891,1547193151,1547193891,1547193891,1547193891,1547193891,1547193891,1547193891,1547193151,1547193151,1547193151
1543286718,1543286640,1543286117,1543284750,1543286718,1543284750,1543286600,1543286600,1543285418,1543284750,1543286600,1543286062,1543286062
1547195605,1547195605,1547196701,1547195351,1547196222,1547195351,1547196877,1547196877,1547196701,1547196877,1547196222,1547196701,1547196701
1547428994,1547427506,1547430644,1547429909,1547429909,1547427506,1547427506,1547431139,1547428994,1547430147,1547428994,1547429292,1547429292
1547196701,1547196222,1547195869,1547195351,1547196701,1547196222,1547195351,1547195869,1547195869,1547195351,1547195605,1547195351,1547195351
1547193151,1547193151,1547193891,1547193151,1547193891,1547193151,1547193891,1547193891,1547193891,1547193151,1547193891,1547193151,1547193151
1547427506,1547428994,1547430147,1547428994,1547430147,1547431139,1547429292,1547430644,1547430147,1547429292,1547429292,1547427506,1547427506
445940040,557537073,188862738,324361934,445935969,557537073,384274798,441576251,514692884,324362503,384274798,307998406,307998406
1547014411,1547014411,1547014411,1547017446,1547018010,1547014411,1547018010,1547014411,1547018010,1547014411,1547018010,1547017446,1547017446
1531801305,1531801305,1531787589,1531787977,1531787589,1531787589,1531787589,1531801122,1531787977,1531787589,1531801122,1531787589,1531787589
1547014411,1547017446,1547017446,1547014411,1547017446,1547017446,1547017446,1547014411,1547014411,1547014411,1547018010,1547014411,1547014411
1547193062,1547192512,1547192512,1547193062,1547193062,1547193062,1547193062,1547193062,1547192512,1547193062,1547192512,1547193062,1547193062
1547428994,1547429292,1547428994,1547430644,1547427506,1547430644,1547428994,1547427506,1547430644,1547429292,1547430644,1547431139,1547431139
1547195605,1547195605,1547195351,1547195351,1547195351,1547196877,1547196877,1547195351,1547195605,1547195869,1547195869,1547195869,1547195869
1531801122,1531787977,1531801122,1531801305,1531801122,1531801305,1531801122,1531787977,1531801305,1531801122,1531801122,1531787977,1531787977
1547431139,1547431139,1547428994,1547428994,1547429909,1547430147,1547427506,1547430644,1547427506,1547430644,1547430147,1547430644,1547430644
1543284750,1543286718,1543286062,1543286117,1543286600,1543286600,1543286117,1543286718,1543286718,1543285418,1543286718,1543284750,1543284750
324361934,504905636,442093582,188849700,557536314,368671191,557537738,445936200,442092954,514693049,590645546,445935870,445935870
397457141,168933483,519855626,256895428,445940920,587631797,188862738,377353302,514692884,126728362,247722705,383082346,383082346
476117199,256914298,514693007,377359852,445940920,481389634,504913788,476117185,587631787,384274798,594381371,383084574,383084574
1531801305,1531787977,1531787589,1531801122,1531801305,1531801122,1531801122,1531801122,1531801305,1531801122,1531787977,1531801305,1531801305
1547192512,1547193062,1547193062,1547193062,1547192512,1547193062,1547192512,1547193062,1547192512,1547192512,1547192512,1547193062,1547193062
590440261,469978143,442595827,557530966,368671321,441649127,443624361,574209748,519598862,383040050,557540635,514692884,514692884
510508073,442094082,290786949,247718941,445934852,574209748,504801327,587632080,442094082,187679247,1547171473,290170347,290170347
1547193151,1547193891,1547193891,1547193151,1547193151,1547193891,1547193891,1547193151,1547193891,1547193891,1547193891,1547193891,1547193891
1547193062,1547193062,1547192512,1547193062,1547192512,1547193062,1547193062,1547192512,1547193062,1547192512,1547193062,1547192512,1547192512
1543286117,1543285418,1543286718,1543286640,1543286600,1543286600,1543285418,1543286117,1543286718,1543286600,1543286640,1543284750,1543284750
1547427506,1547430147,1547428994,1547430644,1547430147,1547430644,1547428994,1547428994,1547431139,1547428994,1547431139,1547431139,1547431139
1547196877,1547196877,1547195351,1547195351,1547196222,1547195351,1547196701,1547195351,1547195605,1547195869,1547195605,1547196701,1547196701
1547018010,1547017446,1547014411,1547017446,1547018010,1547014411,1547014411,1547018010,1547017446,1547014411,1547017446,1547018010,1547018010
1547017446,1547014411,1547017446,1547017446,1547018010,1547018010,1547018010,1547017446,1547018010,1547018010,1547014411,1547014411,1547014411
1547018010,1547014411,1547014411,1547017446,1547014411,1547014411,1547017446,1547017446,1547018010,1547014411,1547014411,1547018010,1547018010
1547193062,1547192512,1547192512,1547192512,1547192512,1547192512,1547193062,1547193062,1547192512,1547192512,1547193062,1547193062,1547193062
1547192512,1547192512,1547192512,1547192512,1547192512,1547193062,1547192512,1547193062,1547193062,1547193062,1547193062,1547193062,1547193062
1547193891,1547193891,1547193891,1547193891,1547193151,1547193891,1547193151,1547193151,1547193151,1547193151,1547193151,1547193151,1547193151
587620462,413821533,540641077,469978440,448272592,368671321,504791693,481211266,188857038,557537073,256882753,445940032,445940032
1531787589,1531787589,1531801305,1531787977,1531787589,1531801122,1531801305,1531787977,1531801122,1531801122,1531801305,1531801122,1531801122
1531801305,1531787977,1531787977,1531787589,1531787589,1531801305,1531787977,1531787589,1531801122,1531787589,1531787977,1531801122,1531801122
1547193151,1547193151,1547193891,1547193891,1547193891,1547193151,1547193891,1547193151,1547193891,1547193151,1547193151,1547193151,1547193151
1543284750,1543286600,1543285418,1543286718,1543286600,1543286600,1543286117,1543285418,1543285418,1543286600,1543286718,1543286718,1543286718
1543286600,1543286062,1543284750,1543284750,1543286640,1543286640,1543286117,1543286640,1543285418,1543286062,1543285418,1543286062,1543286062
397296902,383039390,437496998,452993703,443624723,443624559,557537073,1547175173,377345689,377359993,188849638,515654719,515654719
1543286640,1543284750,1543286640,1543286600,1543285418,1543285418,1543285418,1543286600,1543286600,1543284750,1543286640,1543286600,1543286600
1531801305,1531787977,1531801122,1531787589,1531801305,1531801305,1531801122,1531801122,1531787589,1531787589,1531801122,1531801305,1531801305
1547196701,1547195869,1547195869,1547195869,1547196222,1547196701,1547195605,1547196701,1547196222,1547196701,1547195351,1547196701,1547196701
1543286117,1543286640,1543285418,1543285418,1543286117,1543286117,1543284750,1543286640,1543286718,1543285418,1543286718,1543286117,1543286117
1547014411,1547018010,1547018010,1547014411,1547017446,1547014411,1547018010,1547017446,1547014411,1547018010,1547014411,1547017446,1547017446
1547429292,1547427506,1547429909,1547428994,1547427506,1547430147,1547427506,1547429292,1547431139,1547430644,1547427506,1547429292,1547429292
377353231,384274798,451087578,514692884,384274798,384274798,378710366,481211916,194106392,587473888,365098903,383083111,383083111
1547429909,1547427506,1547429292,1547428994,1547427506,1547429909,1547429909,1547427506,1547430147,1547427506,1547427506,1547427506,1547427506
1547014411,1547014411,1547017446,1547017446,1547018010,1547018010,1547017446,1547017446,1547017446,1547018010,1547018010,1547018010,1547018010
504902054,188852692,493683621,456098920,272101253,445939995,324369419,587630500,445926060,481389110,481388565,442093038,442093038
1547196877,1547196877,1547196877,1547196701,1547195605,1547195351,1547196701,1547195605,1547196701,1547195869,1547196222,1547195351,1547195351
307998406,584187892,557529720,445935969,594381511,514692884,450179029,349010437,445941114,504797716,481389427,413823233,413823233
188862738,384274798,349010231,256889578,441575980,256882674,377359870,481208640,256914298,557537073,445940752,445940752,445940752
437617207,397457112,442093126,413826401,324371144,469978921,384274798,504905547,324362253,452708430,590441174,377356711,377356711
1547192512,1547192512,1547192512,1547192512,1547193062,1547192512,1547193062,1547193062,1547192512,1547192512,1547192512,1547192512,1547192512
504914272,377348453,445938895,557531982,443625285,557537073,587631943,590438609,442092811,557537073,469977347,445935366,445935366
1531787589,1531801122,1531787589,1531801305,1531787589,1531801122,1531801122,1531787977,1531787589,1531787589,1531801122,1531801122,1531801122
1547195351,1547195605,1547195869,1547195869,1547196222,1547196701,1547196877,1547196877,1547195351,1547195351,1547195869,1547195605,1547195605
1547018010,1547014411,1547014411,1547014411,1547017446,1547017446,1547017446,1547014411,1547017446,1547014411,1547014411,1547014411,1547014411
1531801122,1531787589,1531787589,1531801305,1531801305,1531787977,1531787589,1531787977,1531787977,1531787977,1531801305,1531801122,1531801122
1547018010,1547014411,1547018010,1547017446,1547018010,1547014411,1547018010,1547017446,1547017446,1547017446,1547018010,1547014411,1547014411
1547195869,1547195869,1547196701,1547195351,1547195869,1547196222,1547196877,1547196877,1547196877,1547196222,1547196877,1547195869,1547195869
1547193062,1547193062,1547193062,1547193062,1547192512,1547192512,1547192512,1547192512,1547192512,1547193062,1547192512,1547192512,1547192512
445929561,469977101,557540049,445933390,1543286640,557530727,445934370,272101859,504801451,445936124,128484117,587632080,587632080
1543284750,1543286718,1543286718,1543286062,1543286640,1543286117,1543285418,1543286117,1543286718,1543286062,1543286062,1543285418,1543285418
1547017446,1547018010,1547017446,1547017446,1547018010,1547018010,1547018010,1547017446,1547018010,1547014411,1547018010,1547018010,1547018010
1547193062,1547193062,1547192512,1547192512,1547192512,1547193062,1547193062,1547193062,1547193062,1547193062,1547193062,1547192512,1547192512
1547196701,1547195605,1547196222,1547196701,1547196222,1547196222,1547195605,1547196222,1547196222,1547196222,1547196877,1547195869,1547195869
1547193062,1547192512,1547193062,1547193062,1547192512,1547192512,1547193062,1547192512,1547193062,1547192512,1547192512,1547192512,1547192512
1531787589,1531787977,1531787977,1531801305,1531787589,1531801305,1531787589,1531787977,1531787977,1531787589,1531801122,1531787977,1531787977
